Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
Gini index,"SI.POV.GINI","Late-demographic dividend","LTE","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Latin America & Caribbean","LCN","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Latin America & Caribbean (excluding high income)","LAC","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Latin America & the Caribbean (IDA & IBRD countries)","TLA","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Least developed countries: UN classification","LDC","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Low & middle income","LMY","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Low income","LIC","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Lower middle income","LMC","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Middle East & North Africa","MEA","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Middle East & North Africa (excluding high income)","MNA","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Middle East & North Africa (IDA & IBRD countries)","TMN","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Middle income","MIC","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","North America","NAC","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Not classified","INX","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","OECD members","OED","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Other small states","OSS","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Pacific island small states","PSS","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Post-demographic dividend","PST","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Pre-demographic dividend","PRE","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Small states","SST","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","South Asia","SAS","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","South Asia (IDA & IBRD)","TSA","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Sub-Saharan Africa","SSF","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Sub-Saharan Africa (excluding high income)","SSA","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Sub-Saharan Africa (IDA & IBRD countries)","TSS","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","Upper middle income","UMC","..","..","..","..","..","..","..","..","..","..","..",".."
Gini index,"SI.POV.GINI","World","WLD","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Afghanistan","AFG","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Albania","ALB","..","11.257570362342","-0.867714054943278","2.67213057987664","0.647766203214758","0.0751830656277548","3.13664835834584","2.15474341211213","3.70800882119893","0.522032315396913","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Algeria","DZA","0.560076535181551","15.9233391139731","8.42558607070629","0.423455033239634","0.244826244852533","-2.72708813239669","6.39228604257605","4.89398328435587","1.68534007465682","3.49203729766225","-8.54763814400276",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","American Samoa","ASM","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Andorra","AND","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Angola","AGO","..","..","13.9630431370551","10.005081819397","12.6073697260524","17.7817209081763","61.2060000723446","-12.1338517204495","-31.4752049728832","5.79765135258657","-23.9432344785231",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Antigua and Barbuda","ATG","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Argentina","ARG","0.423652426146674","-0.782956771276147","-1.55602620908998","2.10308369563433","-3.40009167257504","5.13244184925927","-2.0944685133817","5.69869384130808","-5.60440985989817","-5.03911386037652","-5.955298183583",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Armenia","ARM","..","-0.867632356208475","13.0793864982605","3.45924125450277","1.23239893177021","-1.41067320407559","-1.46388157269598","10.353320647583","4.14324273961732","5.60634693432525","-9.56807414111266",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Aruba","ABW","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Australia","AUS","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Austria","AUT","4.00147460799263","3.2250007024398","-0.306222010839917","-0.393174272784364","0.960418611827762","0.477993383637454","3.88536966331696","-0.0355342708762123","2.28270812924455","1.65088812854806","-8.02513009384839",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Azerbaijan","AZE","..","3.06648891818342","1.64996533545477","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Bahamas, The","BHS","-1.7889297476768","3.07279317301538","5.78473451643873","-3.74455511841299","2.25611182844246","2.71524723714165","0.843529804115263","4.26366322649669","0.561513331023306","4.79112366491307","-24.9274131954119",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Bahrain","BHR","..","..","21.5369893178421","7.46173711701374","1.97229938017243","3.86794348948385","6.00202770003297","4.87757977982115","-1.31409807065653","2.24566942625088","-9.20585474489008",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Bangladesh","BGD","7.00952873573581","5.73330039657132","6.27417143042013","5.40081360314841","3.8539008089501","6.44203871155473","-9.81906513142334","6.1004159859386","9.45611499733998","15.2177442031081","5.01428712027652",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Barbados","BRB","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Belarus","BLR","..","9.31940928462456","3.76703611585756","-0.189319081526136","3.19200002336753","-4.35062835193941","-5.66341131893851","4.00265040847592","6.30364254488525","2.87707459398088","-3.93764467804607",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Belgium","BEL","2.52009543128592","2.41707550832193","3.61742710118666","0.755124977372361","1.68661215000627","2.52116319764002","1.4274555286699","1.12656968399749","1.39649109253604","2.74201154268117","-6.9819974712228",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Belize","BLZ","14.068466671337","2.15478035089336","4.49947717714156","5.34175294032953","4.82940248237489","11.0519247624799","0.315843931164707","2.55959631251787","-4.52218422548826","4.44026765760148","-12.1428806983878",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Benin","BEN","10.4410972167289","8.80787481102591","6.28434933454132","9.98268218200057","6.28955512512599","3.22556108220053","4.50873826460625","3.69916517264275","6.29143021563961","7.99562345513844","2.99177159087618",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Bermuda","BMU","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Bhutan","BTN","..","35.5078855464444","3.90173632774807","3.58320789801697","5.50052283743882","4.81771655980387","6.55178356397124","5.90376726474287","4.06652668661174","5.4028552902296","-8.06084924856228",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Bolivia","BOL","5.04941429684906","-0.715885369682269","3.97597466415056","5.68080147884606","3.64180846857643","3.32645301308638","4.79785716189053","4.50178964700656","4.78755068333689","3.15893380328782","-9.07513722835172",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Bosnia and Herzegovina","BIH","..","..","-3.33105942721969","2.66631961047321","0.775968029551095","5.82109317080972","5.68147787828848","3.48053426450774","3.97393000281605","4.36302993643241","-3.75428752512829",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Botswana","BWA","13.9580681627616","1.75679322567737","-3.55833970133673","10.0750405594604","13.2811356727334","-2.39892253974232","15.499384169205","-2.5411330956322","-0.158471384480634","0.122305567992015","-2.34109347811672",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Brazil","BRA","-13.4580327789332","5.74567441658071","1.71351568054033","4.4924797216964","-0.466001675814681","-3.76918127737179","-3.30810527795016","1.40806811326573","0.0830662210174324","1.56770509833292","-4.20589341122836",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","British Virgin Islands","VGB","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Brunei Darussalam","BRN","..","4.08168166866368","5.99430741521468","0.372031459876382","0.217546921950017","-9.83248820291374","-4.2344051437908","2.44013018222866","-4.62530755619102","6.00883779773072","-8.74774797497481",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Bulgaria","BGR","-2.98609118276701","3.80880635784911","2.14562271225422","-1.34935707135384","2.32205515146472","2.1288914184656","5.22552580114942","4.10178277113944","1.9214869176503","6.38538326313778","-0.493941276867332",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Burkina Faso","BFA","0.245390866346384","3.80566841621916","12.3805205200155","3.34142424088226","3.22170009635525","5.54796783837403","8.45934452162129","6.4699865125385","7.78773949922702","6.41309583560627","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Burundi","BDI","..","1.18126469193042","18.5767450616408","8.18348347993962","4.22165072149329","13.5722602188191","-4.82276211547946","-1.62798247938628","7.96756964287128","4.59343450358847","3.78908343907494",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Cabo Verde","CPV","..","..","0.894333183579207","2.54182104014524","-0.126578883746831","3.12138610743762","5.10315807378609","3.47447601699544","6.07586897024336","5.8653000138696","-16.3324373410518",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Cambodia","KHM","..","5.85620809065819","8.13685445950169","8.64148487608682","2.46961424782566","6.09622930206216","7.61530858927767","7.21039173605098","10.4172350966125","9.77905162672829","-2.61386751542945",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Cameroon","CMR","-5.30077068747562","1.23882844952436","4.89206613739186","8.91280567580515","7.53677109421116","5.74862567113004","5.57893804355467","2.96177337922697","4.80865281006348","4.89509765477989","1.750297494612",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Canada","CAN","-0.534213908246855","6.48480438164971","1.58527315791044","2.51810459615697","2.44856658613453","-2.8077492264202","0.925241141959802","5.2021904568938","1.53133190718479","2.58920521471721","-6.91637043514515",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Cayman Islands","CYM","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Central African Republic","CAF","..","..","-1.14029432225028","-42.7329237478998","-3.66507007781708","6.32218954470729","14.4665572007562","-3.87993543816459","23.4886311677472","3.62869558350486","-4.64513238333238",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Chad","TCD","-4.91753526149265","-1.85127545320674","13.699595849989","5.0085389733884","6.4451162304683","-7.14241204753574","-7.39229752158161","-15.2868860117528","9.22577756148399","4.70812191938599","-16.1114145356145",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Channel Islands","CHI","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Chile","CHL","4.71230113752341","3.083096837949","7.51160247906854","4.21595546441307","5.14014509007733","3.83630429178035","0.242298836449891","0.0872267281733627","0.467213417399975","2.00038793940405","-0.989628349512145",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","China","CHN","..","9.47315550514512","10.2495754461263","5.95226411697452","8.66412906251159","6.97152974564214","8.2095980223143","6.84410996515209","4.00198895877899","4.69764081505552","0.0446035906047655",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Colombia","COL","1.37674758171367","-0.295171351864568","5.86177245461985","6.34758176947396","5.4891504959171","3.9255006386428","2.70115191889784","0.987180616275822","2.23305365098057","3.47921173829336","-6.5442520932493",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Comoros","COM","4.2969866590534","11.4507620747752","3.870104488644","5.08124986766421","3.34175047656655","6.76410400952156","3.98689024795497","5.61712978511535","4.50993276654008","-0.054952124648068","19.5880052389908",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Congo, Dem. Rep.","COD","..","37.5368652504432","13.2340666104718","11.8211970796418","1.16794242382943","6.34057861460636","8.64064749185009","6.9920704811769","10.2834289437693","20.9099883220095","3.53817087784765",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Congo, Rep.","COG","7.30743168398476","-52.0042222984477","63.8251703927775","28.8247165689098","11.3001143337561","-13.8918612549008","-20.0466857410539","-28.5202396141609","-11.8417584733986","-26.2909711321596","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Costa Rica","CRI","5.19401850193776","0.951114543865273","7.06797383490616","3.16180440168891","4.34743962528808","5.72864912328018","5.14108721260797","2.52690007674474","1.6476685854126","1.76278176643672","-3.87511740370788",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Cote d'Ivoire","CIV","..","..","32.9365462784047","7.09976223987674","18.3671541290166","51.2650469062109","7.54891676608919","6.16232879302446","7.6934438861243","5.15891086957222","0.890169267270281",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Croatia","HRV","..","2.01500180467795","-2.24030845869251","1.92168475258336","-0.237729318590468","5.14838336328616","1.61031947723697","5.48545238417475","3.54759918788513","4.17260947383953","-6.06885173196244",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Cuba","CUB","-0.332152121768829","2.61619489346725","5.14484270340002","2.93504528994227","2.8789364259908","5.36877359494265","3.40457420251199","1.45017791245819","1.07213157421759","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Curacao","CUW","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Cyprus","CYP","4.01691621409968","2.81308329121003","-7.3330267386479","-8.21126026701535","-3.77099477939595","7.60522031939139","4.66935623164248","7.71628281908254","4.63649795644685","3.494432674203","-7.91181145030988",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Czech Republic","CZE","..","1.55502345428744","0.757610471012484","0.791158482834263","3.45581760710603","6.2272937084914","3.46943232571253","6.2817947164463","3.44703897778149","2.40211159920709","-3.43795914667574",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Denmark","DNK","2.28329931362225","1.84683896736469","1.11948255660263","2.91988496943225","3.88956845830506","2.58490085912004","2.4423588814094","2.4632781664164","2.2648923090505","2.38933509816171","-0.751815029510368",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Djibouti","DJI","..","..","..","..","15.7036547477553","10.3362017019703","3.13522710646876","1.88290050810551","14.4536750459471","12.0574937444978","0.79222601589197",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Dominica","DMA","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","-7.28781042988986","2.62872736407923","2.85339684932681","2.69217577723022","6.86242558429042","11.2623286064","7.19968157020845","2.15984244514186","5.44846318000076","5.55968194086647","-6.96432311650345",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Ecuador","ECU","9.30913936327273","-4.3061912289817","6.68751793928892","6.77270510290273","3.63488525555984","-1.57269931283459","-2.37256376925237","2.86165789611989","-1.08234079248498","-0.854529136496524","-9.93088917599162",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Egypt, Arab Rep.","EGY","1.51278462976967","5.14625046702741","5.19101809544134","3.47391988813823","3.63711193700875","8.60383758861978","4.37722171622003","-1.47960928711413","4.12227232212119","5.08747608745446","6.02653234827122",".."
